category_id,en,bg,hr,cs,da,nl,et,fi,fr,de,el,hu,ga,it,lv,lt,mt,pl,pt,ro,sk,sl,es,sv,tr,ru,uk,nb,no,icon,section_id,sort_order_category
CAT_00412,Moving & Setup,Преместване и настройка,Premještanje i postavljanje,Stěhování a nastavení,Flytning og opsætning,Verhuizen en inrichten,Teisaldamine ja seadistamine,Siirto ja asennus,Déménagement et installation,Umzug & Aufbau,Μετακίνηση & Ρύθμιση,Áthelyezés és beállítás,Bogadh & Socrú,Trasloco e installazione,Pārvietošana un iestatīšana,Perkėlimas ir sąranka,Nimxu & Setup,Przeprowadzka i konfiguracja,Mudança e configuração,Mutare și configurare,Presúvanie a nastavenie,Premikanje in postavitev,Mudanza e instalación,Flytta & ställa in,Taşıma ve Kurulum,Переезд и настройка,Переміщення та налаштування,Flytting og oppsett,Flytting og oppsett,wrench.svg,SEC_0075,220
CAT_00448,Specialty Construction,Специалност Строителство,Specijalnost gradnje,Speciální konstrukce,Specialbyggeri,Specialistische bouw,Eriehitus,Erikoisrakentaminen,Construction spécialisée,Spezialbau,Κατασκευή ειδικότητας,Speciális építkezés,Tógáil Speisialtacht,Costruzioni speciali,Specializētā būvniecība,Specializuotos statybos,Kostruzzjoni Speċjalizzata,Budownictwo specjalistyczne,Construção Especializada,Constructii de specialitate,Špeciálna konštrukcia,Specializirana gradnja,Construcción especializada,Specialbyggande,Özel İnşaat,Специальное строительство,Спеціальність Будівництво,Spesialitetskonstruksjon,Spesialitetskonstruksjon,wrench.svg,SEC_0076,220
CAT_00577,Memorial Planning,Мемориално планиране,Planiranje spomenika,Památkové plánování,Mindeplanlægning,Herdenkingsplanning,Mälestusmärgi planeerimine,Muistomerkin suunnittelu,Planification commémorative,Gedenkplanung,Αναμνηστικός Σχεδιασμός,Emlékhely tervezés,Pleanáil Cuimhneacháin,Pianificazione commemorativa,Piemiņas plānošana,Atminimo planas,Ippjanar tat-tifkira,Planowanie upamiętnienia,Planejamento Memorial,Planificarea Memorialului,Plánovanie pamätníkov,Načrtovanje spomenikov,Planificación conmemorativa,Minnesplanering,Anıt Planlaması,Планирование мемориала,Планування меморіалу,Minneplanlegging,Minneplanlegging,wrench.svg,SEC_0103,220
CAT_00049,Government & Admin Support,Държавна и административна поддръжка,Državna i administrativna podrška,Vládní a administrativní podpora,Regerings- og administrationssupport,Ondersteuning voor overheid en administratie,Valitsuse ja administraatori tugi,Viranomaisten ja järjestelmänvalvojien tuki,Soutien gouvernemental et administratif,Unterstützung für Behörden und Verwaltung,Υποστήριξη κυβέρνησης και διαχείρισης,Kormányzati és rendszergazdai támogatás,Tacaíocht Rialtais & Riaracháin,Supporto governativo e amministrativo,Valdības un administrācijas atbalsts,Vyriausybės ir administratoriaus palaikymas,Appoġġ għall-Gvern u l-Amministratur,Wsparcie rządowe i administracyjne,Suporte Governamental e Administrativo,Asistență guvernamentală și administrativă,Vládna a správcovská podpora,Vladna in skrbniška podpora,Apoyo gubernamental y administrativo,Regerings- och administratörsstöd,Hükümet ve İdari Destek,Правительственная и административная поддержка,Підтримка уряду та адміністратора,Støtte fra myndighetene og administrasjonen,Støtte fra myndighetene og administrasjonen,wrench.svg,SEC_0011,230
CAT_00140,Interior FitâOut & Furniture,Вътрешно обзавеждане и обзавеждане,Uređenje interijera i namještaj,Interiér FitâOut & nábytek,Indvendig indretning og møbler,Interieurinrichting & Meubilair,Sisustus ja mööbel,Sisustus ja huonekalut,Aménagement intérieur et mobilier,Innenausbau & Möbel,Διαρρύθμιση εσωτερικού χώρου και έπιπλα,Belső kialakítás és bútorok,Feistiú Inmheánach Amach & Troscán,Allestimenti interni e mobili,Interjera iekārtojums un mēbeles,Interjero įrengimas ir baldai,Intern FitâOut & Għamara,Wyposażenie wnętrz i meble,Móveis e decoração de interiores,Interior FitâOut & Mobilier,Interiér Fitâ Outdoor a nábytok,Notranje opremljanje in pohištvo,Equipamiento interior y mobiliario,Inredning & möbler,İç Mekan Dekorasyonu ve Mobilya,Внутренняя отделка и мебель,Внутрішнє оздоблення та меблі,Interiørtilpasning og møbler,Interiørtilpasning og møbler,wrench.svg,SEC_0022,230
CAT_00315,Professional Video Services,Професионални видео услуги,Profesionalne video usluge,Profesionální video služby,Professionelle videotjenester,Professionele videodiensten,Professionaalsed videoteenused,Ammattimaiset videopalvelut,Services vidéo professionnels,Professionelle Videodienste,Επαγγελματικές υπηρεσίες βίντεο,Professzionális videó szolgáltatások,Seirbhísí Gairmiúla Físeáin,Servizi video professionali,Profesionāli video pakalpojumi,Profesionalios vaizdo paslaugos,Servizzi Professjonali tal-Vidjo,Profesjonalne usługi wideo,Serviços de vídeo profissionais,Servicii video profesionale,Profesionálne video služby,Profesionalne video storitve,Servicios de vídeo profesionales,Professionella videotjänster,Profesyonel Video Hizmetleri,Профессиональные видеоуслуги,Професійні відеопослуги,Profesjonelle videotjenester,Profesjonelle videotjenester,wrench.svg,SEC_0054,230
CAT_00413,Pest Inspection,Инспекция за вредители,Deratizacija,Inspekce škůdců,Skadedyrsinspektion,Ongedierte-inspectie,Kahjurite kontroll,Tuholaisten tarkastus,Inspection antiparasitaire,Schädlingsinspektion,Επιθεώρηση παρασίτων,Pesti Ellenőrzés,Cigireacht Lotnaidí,Ispezione dei parassiti,Kaitēkļu inspekcija,Kenkėjų inspekcija,Spezzjoni ta' Pesti,Inspekcja szkodników,Inspeção de pragas,Inspecția dăunătorilor,Inšpekcia škodcov,Inšpekcija škodljivcev,Inspección de plagas,Skadedjursbesiktning,Haşere Kontrolü,Инспекция на вредителей,Перевірка шкідників,Skadedyrinspeksjon,Skadedyrinspeksjon,wrench.svg,SEC_0075,230
CAT_00449,Windows & Doors,Прозорци и врати,Prozori i vrata,Okna a dveře,Vinduer & Døre,Ramen en deuren,Aknad ja uksed,Ikkunat & Ovet,Fenêtres et portes,Fenster & Türen,Παράθυρα & Πόρτες,Ablakok és ajtók,Windows & Doirse,Finestre e porte,Logi un durvis,Langai ir durys,Twieqi u Bibien,Okna i drzwi,Janelas e Portas,Ferestre și uși,Okná a dvere,Okna in vrata,Ventanas y puertas,Fönster & Dörrar,Pencereler ve Kapılar,Окна и двери,Вікна та двері,Vinduer og dører,Vinduer og dører,window.svg,SEC_0076,230
CAT_00578,Music Services,Музикални услуги,Glazbene usluge,Hudební služby,Musiktjenester,Muziekdiensten,Muusikateenused,Musiikkipalvelut,Services de musique,Musikdienste,Υπηρεσίες Μουσικής,Zenei szolgáltatások,Seirbhísí Ceoil,Servizi musicali,Mūzikas pakalpojumi,Muzikos paslaugos,Servizzi tal-Mużika,Usługi muzyczne,Serviços de Música,Servicii muzicale,Hudobné služby,Glasbene storitve,Servicios de música,Musiktjänster,Müzik Hizmetleri,Музыкальные услуги,Музичні послуги,Musikktjenester,Musikktjenester,wrench.svg,SEC_0103,230
CAT_00050,HR & Compliance,Човешки ресурси и съответствие,Ljudski resursi i usklađenost,HR & Compliance,HR & Compliance,HR & Naleving,HR ja vastavus,HR & Compliance,RH et conformité,Personalwesen und Compliance,HR & Συμμόρφωση,HR és megfelelőség,AD & Comhlíonadh,Risorse umane e conformità,HR un atbilstība,HR ir atitiktis,HR u Konformità,HR i zgodność,RH e Conformidade,HR & Compliance,HR & Compliance,HR in skladnost,Recursos humanos y cumplimiento,HR & Compliance,İK ve Uyumluluk,Кадры и соответствие требованиям,HR & Compliance,HR & Compliance,HR & Compliance,wrench.svg,SEC_0011,240
CAT_00141,Landscaping & Outdoor Construction,Озеленяване и външно строителство,Uređenje krajolika i vanjska gradnja,Terénní úpravy a venkovní stavby,Landskabs- og udendørs konstruktion,Landschapsarchitectuur en buitenconstructie,Haljastus ja välisehitus,Maisemointi ja ulkorakentaminen,Aménagement paysager et construction extérieure,Landschafts- und Außenbau,Εξωραϊσμός & Κατασκευή Εξωτερικών Χώρων,Tereprendezés és kültéri építkezés,Tírdhreachú & Tógáil Lasmuigh,Architettura del paesaggio e costruzione di esterni,Ainavu veidošana un āra būvniecība,Kraštovaizdžio tvarkymas ir lauko statyba,Landscaping u Kostruzzjoni ta' Barra,Architektura krajobrazu i budownictwo zewnętrzne,Paisagismo e Construção Externa,Amenajare a teritoriului și construcții în aer liber,Terénne úpravy a vonkajšie stavby,Urejanje okolice in gradnja na prostem,Paisajismo y construcción al aire libre,Trädgårds- och utomhusbyggnation,Peyzaj ve Açık Hava İnşaatı,Ландшафтный дизайн и наружное строительство,Ландшафтний дизайн і зовнішнє будівництво,Gartner og utendørs konstruksjon,Gartner og utendørs konstruksjon,flower.svg,SEC_0022,240
CAT_00316,Sanitation Services,Санитарни услуги,Sanitarne usluge,Sanitační služby,Sanitetstjenester,Sanitaire diensten,Sanitaarteenused,Sanitaatiopalvelut,Services d'assainissement,Sanitärdienstleistungen,Υπηρεσίες υγιεινής,Higiéniai szolgáltatások,Seirbhísí Sláintíochta,Servizi igienico-sanitari,Sanitārijas pakalpojumi,Sanitarinės paslaugos,Servizzi ta' Sanità,Usługi sanitarne,Serviços de Saneamento,Servicii de salubrizare,Sanitačné služby,Sanitarne storitve,Servicios de Saneamiento,Sanitetstjänster,Sanitasyon Hizmetleri,Санитарные услуги,Санітарні послуги,Sanitetstjenester,Sanitetstjenester,wrench.svg,SEC_0054,240
CAT_00414,Pet Grooming,Грижа за домашни любимци,Uređivanje kućnih ljubimaca,Péče o domácí mazlíčky,Kæledyrspleje,Huisdierverzorging,Lemmikloomade hooldamine,Lemmikkieläinten hoito,Toilettage pour animaux de compagnie,Haustierpflege,Περιποίηση κατοικίδιων ζώων,Kisállat ápolás,Grúmaeireachta Peataí,Toelettatura per animali domestici,Mājdzīvnieku kopšana,Naminių gyvūnėlių priežiūra,Grooming Pet,Pielęgnacja zwierząt,Tosa de animais de estimação,Îngrijirea animalelor de companie,Starostlivosť o domáce zvieratá,Nega hišnih ljubljenčkov,Peluquería de mascotas,Husdjursvård,Evcil Hayvan Bakımı,Уход за домашними животными,Догляд за домашніми тваринами,Kjæledyrpleie,Kjæledyrpleie,wrench.svg,SEC_0075,240
CAT_00579,Neighborhood Fixers,Оправящи квартала,Popravljači susjedstva,Sousedské opraváře,Nabofixere,Buurtreparateurs,Naabruskonna parandajad,Naapuruston korjaajat,Réparateurs de quartier,Nachbarschaftsfixierer,Διορθωτές γειτονιάς,Neighborhood fixers,Ceartaitheoirí Comharsanachta,Riparatori di quartiere,Apkaimes sakārtotāji,Kaimynystės tvarkytojai,Fixers tal-Viċinat,Naprawiacze sąsiedztwa,Consertadores de bairro,Reparatori de cartier,Opravcovia susedstva,Popravljalci soseske,Reparadores de vecindarios,Grannskapsfixare,Mahalle Tamircileri,Решатели районов,Налагоджувачі сусідства,Nabolagsfiksere,Nabolagsfiksere,wrench.svg,SEC_0103,240
CAT_00051,HR & Recruitment Support,Поддръжка за човешки ресурси и набиране на персонал,Podrška za ljudske resurse i zapošljavanje,Podpora HR a náboru,HR & Rekruttering Support,HR & Werving Ondersteuning,Personali- ja värbamistugi,HR ja rekrytointituki,Soutien aux ressources humaines et au recrutement,HR- und Rekrutierungsunterstützung,Υποστήριξη HR & Recruitment,HR és toborzási támogatás,Acmhainní Daonna & Tacaíocht Earcaíochta,Supporto per le risorse umane e il reclutamento,HR un personāla atlases atbalsts,HR ir įdarbinimo pagalba,HR & Appoġġ għar-Reklutaġġ,Wsparcie HR i rekrutacji,Suporte de RH e Recrutamento,Suport HR și recrutare,Podpora ľudských zdrojov a náboru,Kadrovska podpora in podpora pri zaposlovanju,Apoyo de RR.HH. y contratación,HR & Rekryteringsstöd,İK ve İşe Alım Desteği,Поддержка кадрового менеджмента и подбора персонала,Підтримка персоналу та підбору персоналу,HR og rekrutteringsstøtte,HR og rekrutteringsstøtte,wrench.svg,SEC_0011,250
CAT_00142,Lighting Systems,Осветителни системи,Sustavi rasvjete,Osvětlovací systémy,Belysningssystemer,Verlichtingssystemen,Valgustussüsteemid,Valaistusjärjestelmät,Systèmes d'éclairage,Beleuchtungssysteme,Συστήματα Φωτισμού,Világítási rendszerek,Córais Soilsithe,Sistemi di illuminazione,Apgaismojuma sistēmas,Apšvietimo sistemos,Sistemi tad-Dawl,Systemy oświetleniowe,Sistemas de Iluminação,Sisteme de iluminat,Systémy osvetlenia,Sistemi razsvetljave,Sistemas de iluminación,Belysningssystem,Aydınlatma Sistemleri,Системы освещения,Системи освітлення,Belysningssystemer,Belysningssystemer,wrench.svg,SEC_0022,250
CAT_00317,Security & Event Staff,Охрана и персонал за събития,Osoblje za osiguranje i događaje,Personál pro bezpečnost a akce,Sikkerhed & Event personale,Beveiligings- en evenementenpersoneel,Turva- ja ürituste töötajad,Turvallisuus- ja tapahtumahenkilökunta,Personnel de sécurité et d'événements,Sicherheits- und Veranstaltungspersonal,Προσωπικό Ασφάλειας & Εκδηλώσεων,Biztonsági és rendezvény személyzet,Foireann Slándála & Imeachtaí,Personale addetto alla sicurezza e agli eventi,Apsardzes un pasākumu personāls,Apsaugos ir renginių darbuotojai,Persunal ta' Sigurtà u Avvenimenti,Ochrona i personel eventowy,Equipe de Segurança e Eventos,Personal de securitate și evenimente,Bezpečnostný a eventový personál,Osebje za varnost in prireditve,Personal de seguridad y eventos,Säkerhets- och eventpersonal,Güvenlik ve Etkinlik Personeli,Персонал по безопасности и мероприятиям,Служба безпеки та проведення заходів,Sikkerhet og arrangementsmedarbeidere,Sikkerhet og arrangementsmedarbeidere,wrench.svg,SEC_0054,250
CAT_00415,Pet Sitting & Walking,Гледане и разходка на домашни любимци,Čuvanje i šetanje kućnih ljubimaca,Hlídání zvířat a procházky,Pet Sitting & Walking,Huisdierenoppas en wandelen,Lemmikloomade istumine ja jalutamine,Lemmikkieläinten istuminen ja kävely,Garde et promenade d'animaux de compagnie,Haustierbetreuung & Gassigehen,Κατοικία και περπάτημα,Kisállat ültetés és sétáltatás,Peataí ina Suí & ag Siúl,Pet Sitting e passeggiate,Mājdzīvnieku sēdēšana un pastaigas,Naminių gyvūnėlių sėdėjimas ir vaikščiojimas,Pet Seduta & Mixi,Opieka nad zwierzętami i spacery,Pet Sitting e Passeio,Așezarea și plimbarea animalelor de companie,Stráženie domácich zvierat a prechádzky,Varstvo in sprehajanje hišnih ljubljenčkov,Cuidado y paseo de mascotas,Djurpassning & promenader,Evcil Hayvan Bakıcılığı ve Yürüyüşü,Выгул и присмотр за домашними животными,Догляд за домашніми тваринами та вигул,Pet Sitting & Walking,Pet Sitting & Walking,wrench.svg,SEC_0075,250
